ID,Name,Shopping List Name,Nährwerte pro 100g,Kilokalorien,Kilojoule,Protein,Fett,Kohlenhydrate,davon Zucker,Ballaststoffe,Fettsäuren pro 100g,Gesättigte Fettsäuren,Einfach ungesättigte Fettsäuren,Mehrfach ungesättigte Fettsäuren,Cholesterin,Vitamine pro 100g,Vitamin A,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Vitamin B1,Vitamin B2,Vitamin B6,Vitamin B12,Biotin,Folsäure,Niacin,Panthotensäure,Mineralstoffe pro 100g,Calcium [Ca],Chlor [Cl],Kalium [K],Magnesium [Mg],Natrium [Na],Phosphor [P],Schwefel [S],Spurenelemente pro 100g,Kupfer [Cu],Eisen [Fe],Fluor [F],Mangan [Mn],Jod [J],Zink [Zn],Aminosäuren pro 100g,Alanin,Arginin,Aspargin,Asparginsäure,Cystein,Glutamin,Glutaminsäure,Glycerin,Histidin,Isoleucin,weitere Aminosäuren,Leucin,Lysin,Methionin,Phenylalanin,Prolin,Serin,Threonin,Tryptophan,Tyrosin,Valin,Compatible with vegetarian,Compatible with vegan,Compatible with pescetarian,Compatible with Paleo,Compatible with lactose intolerance,Compatible with fructose intolerance,Compatible with histamine intolerance,Compatible with gluten intolerance,Compatible with glutamat intolerance,Compatible with saccharose intolerance,Compatible with peanut intolerance,Compatible with almond intolerance,Compatible with haselnut intolerance,Compatible with walnut intolerance,Compatible with cashew intolerance,Compatible with pecan nut intolerance,Compatible with Brazil nut intolerance,Compatible with pistachio intolerance,Compatible with banana intolerance,Compatible with avocade intolerance,Compatible with apple intolerance,Compatible with kiwi fruit intolerance,Compatible with melon intolerance,Compatible with papaya intolerance,Compatible with peach intolerance,Compatible with strawberry intolerance,Is snack,Is fatburner,Price level,Synonym of,Exchangeable with (1:n),Food Category,Shopping List Category,Source,In Live Foods?,Synonyme,Originalname,ValiCheck B
,,,,kcal,kJ,g,g,g,g,g,,g,g,g,g,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,,µg,µg,µg,µg,µg,µg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,mg,mg,mg,mg,mg,mg,mg,mg,mg,mg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2442,Yamswurzel,Yamswurzel,,97,404,2,"0,1","21,5",0,"5,6",0,0,0,"0,1",0,0,0,"9,1",0,0,0,"0,1",0,"0,1",0,0,0,"0,6","0,3",0,25,34,428,22,11,47,14,0,168,742,19,122,3,276,0,87,149,185,191,23,238,245,62,36,69,0,120,71,25,84,72,101,70,21,54,77,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Yamswurzel,1
2443,Zander,Zander,,79,329,"17,5","0,8",0,0,0,0,"0,1","0,2","0,2","0,1",0,0,1,0,"1,6",0,"0,1","0,3","0,2",0,0,0,"2,1","0,2",0,25,39,347,32,54,197,247,0,92,739,114,84,4,736,0,1204,1048,5,2051,190,29,2835,818,474,931,0,1603,1870,534,723,672,812,855,207,609,1018,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zander,1
2444,Zander gebraten,Zander gebraten,,102,425,"23,4","0,7",0,0,0,0,"0,1","0,1","0,2","0,1",0,0,"0,8",0,"1,8",0,"0,2","0,2","0,2",0,0,0,"2,1","0,2",0,33,41,339,33,50,186,259,0,96,759,144,118,3,1076,0,1455,1404,608,2271,232,907,3384,891,533,1134,0,1738,2210,567,872,813,1087,1072,210,729,1275,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zander gebraten,1
2445,Zander gegart,Zander gegart,,99,415,"22,7","0,7",0,0,0,0,"0,1","0,2","0,2","0,1",0,0,"0,7",0,"1,5",0,"0,2","0,2","0,2",0,0,0,2,"0,2",0,34,46,326,29,49,210,273,0,98,751,155,113,3,1017,0,1540,1337,730,2097,225,1146,3290,881,556,1166,0,1755,1862,556,796,788,933,932,207,758,1169,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zander gegart,1
2446,Zander geräuchert,Zander geräuchert,,84,352,"18,8","0,8",0,0,0,0,"0,2","0,2","0,2","0,1",0,0,"0,7",0,"1,5",0,"0,1","0,2","0,2",0,0,0,"1,7","0,1",0,33,42,335,32,50,183,284,0,105,667,130,94,4,823,0,1371,1126,14,2139,200,14,2983,860,514,931,0,1718,1722,514,823,792,985,982,216,654,1179,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zander geräuchert,1
2447,Zander gesalzen,Zander gesalzen,,75,315,"16,7","0,8",0,0,0,0,"0,1","0,2","0,2","0,1",0,0,1,0,"1,5",0,"0,2","0,2","0,2",0,0,0,"2,4","0,2",0,61,8983,403,49,6277,224,245,0,121,846,127,124,7,829,0,1204,1107,40,1844,186,32,2696,747,508,929,0,1342,1777,494,640,674,791,838,195,603,903,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zander gesalzen,1
2448,Zander Konserve,Zander Konserve,,86,360,"19,3","0,8",0,0,0,0,"0,1","0,2","0,2","0,1",0,0,"0,5",0,"0,7",0,"0,1","0,2","0,1",0,0,0,"1,3","0,1",0,30,1200,314,27,926,160,204,0,92,662,99,75,3,693,0,1176,1079,401,1892,181,603,2848,847,525,891,0,1462,1894,462,720,670,880,903,181,638,1053,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zander Konserve,1
2449,Zander Konserve in Öl,Zander Konserve in Öl,,160,668,"16,5","9,9",0,0,0,0,"1,1","2,2","6,1","0,1",0,0,"0,6",0,8,0,"0,1","0,1","0,1",0,0,0,"1,2","0,1",0,24,1266,288,23,747,141,199,0,69,610,99,75,3,653,0,1098,911,305,1568,162,455,2342,717,458,721,0,1300,1651,424,647,641,789,773,162,533,839,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zander Konserve in Öl,1
2450,Zedernbrot,Zedernbrot,,426,1781,"7,2","19,2","53,6","0,4","5,5",0,"1,6","13,2","3,6",0,0,0,"1,3",0,"9,4",0,"0,1","0,2",0,0,0,0,"1,4","0,2",0,89,28,305,86,16,169,74,0,345,1723,40,705,1,948,0,304,811,11,809,118,18,1718,419,162,300,0,505,220,116,419,379,342,247,72,215,383,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zedernbrot,1
2451,Zibebe,Zibebe,,275,1149,"2,4","0,6","63,9",59,"4,9",0,"0,2",0,"0,2",0,0,0,"0,7",0,"0,6",0,"0,1",0,"0,1",0,0,0,"0,4","0,1",0,29,10,708,14,20,111,24,0,98,292,19,287,2,91,0,96,320,511,92,5,606,109,61,50,44,0,77,66,12,50,158,52,50,5,9,73,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zibebe,1
2452,Zibetfrucht,Zibetfrucht,,86,362,"2,5","1,8","14,6","10,6","3,2",0,"0,5","0,3","0,7",0,0,"2,4","43,7",0,"0,5",0,"0,5","0,4","0,1",0,0,0,"1,1","0,2",0,11,2,588,8,1,46,6,0,104,950,15,371,1,119,0,131,104,349,260,14,355,265,94,39,79,0,144,132,25,65,100,116,87,28,55,99,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zibetfrucht,1
2453,Zibetfrucht getrocknet,Zibetfrucht getrocknet,,287,1199,"8,7","6,6","46,8","34,8","10,1",0,"1,5","1,1","2,7",0,0,"7,8","109,9",0,"1,5",0,"1,3","1,1","0,1",0,0,0,"3,1","0,6",0,43,6,2237,28,4,167,21,0,369,3306,57,1293,4,368,0,455,321,1171,846,51,1239,895,351,144,288,0,461,485,86,244,324,384,265,98,181,361,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zibetfrucht getrocknet,1
2454,Zibetfrucht Konserve,Zibetfrucht Konserve,,111,465,"2,1","1,5","21,7","4,7","2,6",0,"0,4","0,3","0,6",0,0,"2,1","9,9",0,"0,5",0,"0,2","0,2",0,0,0,0,"0,6","0,1",0,12,3,371,7,2,38,7,0,118,772,17,271,1,160,0,92,77,281,217,12,300,232,75,35,67,0,118,115,21,58,76,89,63,24,44,88,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zibetfrucht Konserve,1
2455,Ziege,Ziege,,151,630,"19,5","7,7",0,0,0,0,"3,3","3,3","0,4","0,1",0,0,0,0,1,0,"0,2","0,3","0,3",0,0,0,"5,2","0,5",0,10,10,324,20,55,181,210,0,188,1960,29,20,1,3060,0,1062,1357,188,1650,225,377,3307,1053,459,926,0,1506,1702,444,757,936,752,927,234,663,975,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Ziege,1
2456,Ziege gegart,Ziege gegart,,191,800,"26,3","9,1",0,0,0,0,"4,1","3,8","0,5","0,1",0,0,0,0,"1,3",0,"0,1","0,2","0,2",0,0,0,"3,5","0,3",0,10,7,279,19,43,152,186,0,177,1719,27,19,1,2764,0,1565,1831,39,2218,341,36,4550,1340,644,1476,0,1943,2365,624,1126,1327,1033,1275,314,985,1434,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Ziege gegart,1
2457,Ziegenmilch,Ziegenmilch,,72,303,"3,2","4,3","4,8",0,0,0,"2,7","1,2","0,2",0,0,"0,1","1,5",0,"0,1",0,0,"0,2",0,0,0,0,"0,3","0,3",0,124,131,185,14,39,113,26,0,38,72,14,9,4,371,0,123,110,20,211,65,11,591,56,68,192,0,269,306,73,146,357,162,189,40,201,217,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,"984,2542,2685,2698,2081",Milch & Milchprodukte,Milchprodukte,lexolino,No,,Ziegenmilch,1
2458,Ziehmargarine,Ziehmargarine,,738,3089,"0,2",79,"0,4",0,0,0,32,"28,1","15,7",0,0,"0,6","0,1",0,17,"0,1",0,0,0,0,0,0,0,"0,1",0,10,150,7,14,107,10,13,0,40,59,9,13,1,155,0,6,7,1,14,2,2,38,4,5,11,0,17,15,5,9,19,11,9,3,9,13,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Ziehmargarine,1
2459,Zimt,Zimt,,282,1179,4,"3,3","57,7","43,5","24,4",,"0,9","0,7","0,7",0,,0,0,0,0,0,"0,1","0,1",0,0,0,0,"1,3",0,,1179,213,470,55,25,60,92,,488,41529,49,5244,5,2049,,69,92,1057,467,16,806,356,95,61,106,,156,129,25,89,98,98,80,22,43,152,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Zimt,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,Yes,,Zimt,1
2460,Zimtblüte,Zimtblüte,,474,1982,"6,4","24,3","54,5","40,8","5,1",0,"7,9","8,2","3,5",0,0,0,"85,6",0,0,0,"0,1","0,2",0,0,0,0,"1,5",0,0,273,182,1070,190,94,97,101,0,1224,10100,392,2180,5,2120,0,306,218,733,564,65,1122,864,181,85,245,0,371,321,78,189,252,167,193,56,120,230,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zimtblüte,1
2461,Zitronat,Zitronat,,304,1271,"0,3","0,4","73,5","6,4","2,1",0,"0,1",0,"0,2",0,0,0,4,0,0,0,0,0,"0,1",0,0,0,"0,1","0,1",0,36,1,49,5,2,4,3,0,20,288,2,7140,0,48,0,21,17,27,49,4,26,46,15,5,11,0,19,19,5,11,12,13,10,4,7,14,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zitronat,1
2462,Zitrone,Zitrone,,39,165,"0,7","0,6","7,7","6,7","1,4",,"0,1",0,"0,3",0,,0,"50,4",0,"0,4",0,"0,1",0,"0,1",0,0,0,"0,2","0,3",,11,5,152,29,3,17,13,,322,455,11,28,0,131,,44,41,72,100,9,54,76,68,10,19,,19,32,10,23,37,20,10,4,14,24,1,1,1,1,1,0,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Zitrone,,Gemüse,Obst & Gemüse,lexolino,Yes,,Zitrone,1
2463,Zitrone Fruchtsaft,Zitrone Fruchtsaft,,84,350,"0,6","0,4","19,1","4,6","0,1",0,"0,1",0,"0,2",0,0,0,"27,6",0,"0,3",0,0,0,0,0,0,0,"0,1","0,2",0,10,4,120,23,2,14,12,0,306,401,8,30,0,108,0,30,33,73,83,7,53,61,52,9,14,0,13,26,9,21,29,16,8,3,10,18,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,2,Zitrone,,Getränke,Getränke & Sonstiges,lexolino,No,,Zitrone Fruchtsaft,1
2464,Zitronenmelisse,Zitronenmelisse,,43,179,"3,6","0,8","5,2","4,1","3,1",,"0,1",0,"0,4",0,,"0,7","46,8",0,1,"0,3","0,1","0,2","0,1",0,0,0,"1,1","0,2",,150,69,404,29,21,48,79,,109,2020,46,500,4,1164,,184,144,392,343,38,552,483,91,57,153,,204,170,38,107,132,111,128,36,72,136,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Melisse,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,Yes,,Zitronenmelisse,1
2465,Zitronenmelisse getrocknet,Zitronenmelisse getrocknet,,293,1226,"23,2","5,7","35,9","26,2","19,9",0,1,"0,3","3,2",0,0,4,"188,6",0,"6,9",2,"0,5","1,1","0,3",0,0,"0,1","7,3","1,1",0,881,447,2517,190,123,313,480,0,697,12469,348,3207,29,7307,0,1361,904,1815,2466,263,2659,3612,730,346,963,0,1407,1286,283,812,953,767,838,258,477,983,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zitronenmelisse getrocknet,1
2466,Zitronenschale,Zitronenschale,,75,312,"1,5","0,3","16,2","10,4",0,0,"0,1",0,"0,1",0,0,0,"127,7",0,0,0,"0,1","0,1","0,2",0,0,0,"0,4","0,3",0,143,4,157,14,6,12,9,0,67,808,5,21200,2,140,0,95,71,158,240,15,145,221,58,24,42,0,69,82,21,56,56,61,36,14,28,56,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zitronenschale,1
2467,Zitronensorbet,Zitronensorbet,,143,599,"0,2","0,1","34,8","1,8","0,3",0,0,0,"0,1",0,0,0,"10,3",0,"0,1",0,0,0,0,0,0,0,0,"0,1",0,6,3,37,8,1,4,3,0,82,225,9,24,2,72,0,9,9,18,18,2,18,18,13,2,4,0,4,7,2,5,9,4,3,1,3,5,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zitronensorbet,1
2468,Zitronensäure,Zitronensäure,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zitronensäure,1
2469,Zucchini,Zucchini,,20,82,"1,7","0,4","2,2","1,2","1,2",,"0,1",0,"0,2",0,,"0,1",15,0,"0,5",0,"0,1","0,1","0,1",0,0,0,"0,4","0,1",,32,42,188,21,1,24,26,,78,1470,20,144,2,216,,76,70,198,175,14,281,249,47,25,61,,96,89,20,51,48,71,37,18,42,60,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Zucchini,,Gemüse,Obst & Gemüse,lexolino,Yes,,Zucchini,1
2470,Zucchini gegart,Zucchini gegart,,18,77,"1,5","0,4","2,2","1,3","1,2",0,"0,1",0,"0,2",0,0,"0,1","8,2",0,"0,5",0,"0,1","0,1","0,1",0,0,0,"0,3","0,1",0,31,46,165,24,1,21,24,0,87,1474,22,137,2,217,0,70,70,103,188,13,127,232,49,26,56,0,87,76,17,53,44,73,40,20,45,67,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Zucchini,,Gemüse,Obst & Gemüse,lexolino,No,,Zucchini gegart,1
2471,Zucchini Konserve,Zucchini Konserve,,16,67,"1,4","0,4","1,7",1,"1,1",0,"0,1",0,"0,2",0,0,0,"4,2",0,"0,5",0,0,"0,1","0,1",0,0,0,"0,2",0,0,30,497,122,17,212,20,21,0,84,1046,21,110,3,211,0,67,56,132,174,13,161,213,46,23,60,0,88,77,15,44,42,66,36,18,35,60,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zucchini Konserve,1
2472,Zucker,Zucker,,414,1731,0,0,"101,8",0,0,,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,,1,2,2,0,0,0,0,,15,287,0,10,0,21,,0,0,41,0,0,36,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Zucker,,Gewürze & Kräuter,Gewürze & Kräuter,lexolino,Yes,,Zucker,1
2473,Zucker braun,Zucker braun,,360,1507,0,0,"88,6",1,0,0,0,0,0,0,0,0,"0,7",0,0,0,0,0,0,0,0,0,0,0,0,50,42,95,15,2,23,15,0,59,0,19,19,0,59,0,0,0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zucker braun,1
2474,Zuckererbsen,Zuckererbsen,,58,245,"3,8","0,2","10,1","0,5","4,8",0,0,0,"0,1",0,0,"0,1","25,3",0,"0,5",0,"0,2","0,1","0,2",0,0,0,"2,9","0,8",0,20,29,285,31,4,78,47,0,202,1900,26,432,4,4100,0,74,205,188,328,47,350,612,105,20,210,0,308,271,13,133,81,187,140,35,141,392,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckererbsen,1
2475,Zuckererbsen getrocknet,Zuckererbsen getrocknet,,257,1073,"18,9","0,9","42,3",2,"23,4",0,"0,2","0,1","0,4",0,0,"0,1",44,0,"1,9","0,1","0,5","0,5","0,6",0,0,"0,1","11,3","2,7",0,80,126,1195,112,15,309,207,0,891,7022,117,1535,17,17253,0,336,827,1382,1385,213,2654,2661,433,89,940,0,1486,1388,59,623,418,863,604,168,630,1725,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckererbsen getrocknet,1
2476,Zuckererbsen Konserve,Zuckererbsen Konserve,,54,227,"3,4","0,2","9,5","2,9","2,7",0,0,0,"0,1",0,0,"0,1","9,3",0,"0,6",0,"0,1","0,1","0,1",0,0,0,"0,3","0,4",0,59,450,111,17,208,43,42,0,189,797,28,327,4,416,0,108,215,191,353,42,226,418,116,105,196,0,275,228,30,146,47,209,129,40,101,189,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckererbsen Konserve,1
2477,Zuckerguss,Zuckerguss,,314,1315,0,0,"77,3",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,0,0,0,0,0,19,256,2,9,0,31,0,0,0,2,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckerguss,1
2478,Zuckermais,Zuckermais,,90,377,"3,5","1,3","15,7","0,7","2,7",0,"0,2","0,3","0,5",0,0,0,"10,9",0,"0,1",0,"0,2","0,1","0,2",0,0,0,"1,7","0,8",0,6,10,276,46,1,119,31,0,61,572,20,202,3,1090,0,265,139,70,230,24,201,655,117,77,140,0,372,137,57,167,277,157,127,21,120,189,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Zuckermais,,Gemüse,Obst & Gemüse,lexolino,No,,Zuckermais,1
2479,Zuckermais gegart,Zuckermais gegart,,84,351,"3,2","1,2","14,6","0,6","2,7",0,"0,2","0,3","0,5",0,0,0,"7,3",0,"0,1",0,"0,1","0,1","0,2",0,0,0,"1,3","0,7",0,7,11,258,50,1,123,33,0,64,536,19,188,3,1139,0,262,145,11,223,26,30,594,113,78,129,0,365,116,51,158,269,156,131,21,120,213,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckermais gegart,1
2480,Zuckermais (Glas/Dose),Zuckermais (Glas/Dose),,79,332,"3,3","1,2","13,5","0,5","2,7",,"0,2","0,3","0,5",0,,0,3,0,"0,1",0,"0,1","0,1","0,1",0,0,0,"0,9","0,5",,10,496,175,41,207,90,27,,71,420,21,191,4,910,,232,118,56,204,26,170,614,113,73,122,,353,113,54,159,267,138,133,18,124,191,1,1,1,1,1,0,0,1,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2,Mais,,"Getreideprodukte, Nährmittel, Backwaren",Obst & Gemüse,lexolino,Yes,,Zuckermais (Glas/Dose),1
2481,Zuckermelone,Zuckermelone,,26,110,1,"0,1","5,3","1,3",1,0,0,0,0,0,0,"0,4","33,7",0,"0,1",0,0,0,"0,1",0,0,0,"0,5","0,2",0,13,48,300,11,11,19,12,0,42,500,11,48,0,127,0,38,33,164,76,4,197,91,32,13,27,0,46,46,9,21,31,37,24,10,18,33,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckermelone,1
2482,Zuckermelone Fruchtsaft,Zuckermelone Fruchtsaft,,30,126,"0,8","0,1","6,4","1,1",0,0,0,0,0,0,0,"0,3","20,3",0,"0,1",0,0,0,"0,1",0,0,0,"0,5","0,1",0,14,41,255,11,11,21,11,0,41,510,9,46,0,118,0,34,30,103,68,4,117,77,29,13,26,0,41,41,8,21,30,33,26,7,17,29,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckermelone Fruchtsaft,1
2483,Zuckermelone getrocknet,Zuckermelone getrocknet,,283,1186,"9,6",1,"57,8","13,3","10,7",0,"0,4","0,1","0,3",0,0,3,280,0,"0,9","0,1","0,3","0,2","0,8",0,0,"0,2","4,8","1,5",0,133,453,3246,114,122,204,111,0,445,4793,95,498,0,1246,0,375,297,1642,766,42,2077,969,291,144,276,0,431,476,84,224,303,325,281,86,201,313,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckermelone getrocknet,1
2484,Zuckermelone Konserve,Zuckermelone Konserve,,64,269,"0,7","0,1","14,9","0,6","0,8",0,0,0,0,0,0,"0,3",7,0,"0,1",0,0,0,0,0,0,0,"0,3","0,1",0,13,36,193,9,8,16,10,0,51,401,14,46,1,179,0,30,28,97,60,3,110,68,24,11,21,0,38,33,8,19,24,28,21,8,15,24,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zuckermelone Konserve,1
2485,Zungenblutwurst,Zungenblutwurst,,281,1177,"17,7",22,"1,1","0,3","0,1",0,"7,7","10,3","2,7","0,1",0,0,"0,3",0,"0,2",0,"0,2","0,2","0,3",0,0,0,"1,3","0,8",0,21,1547,149,21,1249,131,118,0,181,10298,25,72,2,1875,0,1081,1075,12,1671,209,4,3267,989,582,781,0,1382,1555,437,765,966,888,869,239,569,1078,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zungenblutwurst,1
2486,Zungenpresskopf,Zungenpresskopf,,277,1161,"13,4","23,4","1,3","0,3","0,1",0,"8,1","11,3","2,6","0,1",0,0,"0,2",0,"0,3",0,"0,5","0,3","0,4",0,0,0,"2,5",1,0,19,1662,296,27,1373,204,181,0,145,2243,39,101,2,2313,0,712,867,264,1133,148,500,2141,759,374,579,0,1040,1053,289,551,652,508,606,163,404,627,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zungenpresskopf,1
2487,Zungenwurst,Zungenwurst,,276,1155,"15,3","22,6","0,7","0,2","0,2",0,"8,5","10,2","2,6","0,1",0,0,"0,1",0,"0,3",0,"0,6","0,2","0,4",0,0,0,"2,1","0,6",0,16,1225,252,23,916,158,153,0,119,1461,46,81,2,1668,0,848,1022,39,1484,209,65,2497,791,489,732,0,1088,1252,364,675,785,667,674,162,591,876,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zungenwurst,1
2488,Zungenwurst hell,Zungenwurst hell,,266,1111,"14,5","21,9","0,7","0,2","0,2",0,"7,8","10,3","2,5","0,1",0,0,"0,1",0,"0,3",0,"0,6","0,2","0,4",0,0,0,"2,1","0,6",0,15,1150,252,25,996,155,164,0,109,1538,42,79,2,1703,0,908,916,18,1542,188,1,2446,918,534,769,0,1076,1454,356,617,734,742,730,180,508,893,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zungenwurst hell,1
2489,Zwetschge,Zwetschge,,37,156,"0,6","0,1","8,4","6,1","2,4",0,0,0,"0,1",0,0,"0,1","3,6",0,"0,6",0,"0,1",0,0,0,0,0,"0,4","0,1",0,12,1,226,9,2,23,5,0,97,400,2,96,0,108,0,20,10,173,197,3,23,26,9,10,13,0,16,14,5,12,26,14,11,0,5,13,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zwetschge,1
2490,Zwetschge Fruchtsaft,Zwetschge Fruchtsaft,,44,184,"0,6","0,1",10,"6,3",0,0,0,0,0,0,0,"0,1","2,5",0,"0,6",0,0,0,0,0,0,0,"0,3","0,1",0,14,1,227,8,2,22,5,0,93,371,2,92,0,100,0,18,9,209,163,3,36,28,7,10,10,0,14,11,5,13,22,15,11,0,5,12,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zwetschge Fruchtsaft,1
2491,Zwetschge gegart,Zwetschge gegart,,43,180,"0,6","0,1","9,8","7,2","2,5",0,0,0,0,0,0,"0,1","2,4",0,"0,7",0,0,0,0,0,0,0,"0,4","0,1",0,14,1,200,10,2,25,6,0,108,389,2,96,0,117,0,23,10,160,184,3,26,30,8,10,14,0,18,13,5,15,29,15,14,0,5,15,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zwetschge gegart,1
2492,Zwetschge getrocknet,Zwetschge getrocknet,,234,978,"3,7","0,6","52,4","33,9","13,7",0,"0,1","0,1","0,3",0,0,"0,3","19,4",0,"3,5","0,1","0,2","0,1","0,2",0,0,0,"1,7","0,8",0,71,7,1304,51,12,133,31,0,572,2453,12,572,0,561,0,118,53,1273,1027,20,197,159,53,56,73,0,101,79,27,76,146,83,64,0,29,80,,,1,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zwetschge getrocknet,1
2493,Zwetschge Konserve,Zwetschge Konserve,,75,314,"0,5","0,1","17,7","3,3",2,0,0,0,0,0,0,0,"0,8",0,"0,6",0,0,0,0,0,0,0,"0,2","0,1",0,15,2,129,7,2,17,5,0,105,371,6,88,1,133,0,18,8,173,136,3,27,21,8,9,11,0,15,11,5,11,21,12,10,0,5,13,,,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,lexolino,No,,Zwetschge Konserve,1
